tweet_id,favorite_count,retweet_count
667832474953625600,293,63
667806454573760512,1070,510
667801013445750784,334,97
667793409583771648,710,336
667782464991965184,417,249
667773195014021121,239,58
667766675769573376,448,222
667728196545200128,380,152
667724302356258817,491,326
667550904950915073,0,35
667550882905632768,0,33
667549055577362432,5872,2330
667546741521195010,338,127
667544320556335104,878,534
667538891197542400,208,67
667534815156183040,830,551
667530908589760512,476,245
667524857454854144,1722,1131
667517642048163840,372,196
667509364010450944,6859,2169
667502640335572993,538,223
667495797102141441,527,276
667491009379606528,539,232
667470559035432960,259,100
667455448082227200,194,60
667453023279554560,318,91
667443425659232256,792,591
667437278097252352,453,242
667435689202614272,308,84
667405339315146752,473,221
667393430834667520,198,58
667369227918143488,370,167
667211855547486208,498,245
667200525029539841,622,265
667192066997374976,390,109
667188689915760640,749,422
667182792070062081,14441,6298
667177989038297088,192,55
667176164155375616,613,467
667174963120574464,246,84
667171260800061440,222,91
667165590075940865,2712,1157
667160273090932737,259,62
667152164079423490,48174,17372
667138269671505920,4652,2244
667119796878725120,331,128
667090893657276420,337,129
667073648344346624,407,124
667070482143944705,84,14
667065535570550784,168,48
667062181243039745,220,55
667044094246576128,186,51
667012601033924608,452,225
666996132027977728,247,95
666983947667116034,2566,992
666837028449972224,826,559
666835007768551424,217,80
666826780179869698,256,97
666817836334096384,522,253
666804364988780544,243,94
666786068205871104,765,488
666781792255496192,389,198
666776908487630848,351,175
666739327293083650,238,66
666701168228331520,433,219
666691418707132416,189,47
666649482315059201,1122,628
666644823164719104,233,83
666454714377183233,520,208
666447344410484738,105,20
666437273139982337,125,48
666435652385423360,165,53
666430724426358785,316,196
666428276349472768,165,83
666421158376562688,316,111
666418789513326592,124,45
666411507551481857,441,323
666407126856765440,107,40
666396247373291520,166,84
666373753744588802,186,92
666362758909284353,770,564
666353288456101888,217,71
666345417576210432,290,133
666337882303524864,196,90
666293911632134144,494,352
666287406224695296,146,64
666273097616637952,174,76
666268910803644416,102,35
666104133288665088,14158,6480
666102155909144576,80,12
666099513787052032,153,67
666094000022159362,163,72
666082916733198337,116,44
666073100786774016,318,162
666071193221509120,145,59
666063827256086533,471,215
666058600524156928,111,57
666057090499244032,294,141
666055525042405380,432,243
666051853826850816,1209,841
666050758794694657,132,59
666049248165822465,108,41
666044226329800704,296,139
666033412701032449,125,44
666029285002620928,129,47
666020888022790149,2541,507
666020888022790149,2541,507
666020888022790149,2541,507
666020888022790149,2541,507
666020888022790149,2541,507
666020888022790149,2541,507
666020888022790149,2541,507
666020888022790149,2541,507
666020888022790149,2541,507
666020888022790149,2541,507
666020888022790149,2541,507
666020888022790149,2541,507
666020888022790149,2541,507
666020888022790149,2541,507
666020888022790149,2541,507
